source,simplification,sentence_id,simplification_type,system_name,aspect,rating
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,simplicity,25
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,meaning,100
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,fluency,100
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,simplicity,0
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,meaning,94
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,fluency,100
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,simplicity,35
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,meaning,98
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,fluency,90
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,simplicity,1
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,meaning,100
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,fluency,100
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,simplicity,26
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,meaning,75
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,fluency,25
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,simplicity,100
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,meaning,100
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,fluency,100
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,meaning,100
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,meaning,77
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,meaning,17
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,simplicity,0
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,fluency,100
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,meaning,100
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,simplicity,0
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,simplicity,28
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,fluency,100
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,meaning,57
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,simplicity,76
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,fluency,85
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,meaning,100
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,simplicity,5
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,fluency,56
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,meaning,37
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,simplicity,26
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,fluency,0
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,meaning,100
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,fluency,71
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,simplicity,63
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,meaning,78
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,fluency,46
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,simplicity,100
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,meaning,100
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,fluency,80
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,fluency,25
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,meaning,80
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,simplicity,17
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,simplicity,36
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,meaning,66
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,simplicity,78
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,fluency,94
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,fluency,36
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,simplicity,98
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,fluency,58
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,fluency,12
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,simplicity,84
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,meaning,98
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,meaning,93
The fourth ring is decorated with golden Garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,fluency,90
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,meaning,80
The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,"When the column was moved to its present location during 1938 and the following year, the fourth ring, decorated with golden Garlands, was added.",250,human,turkcorpus,simplicity,60
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,meaning,100
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,simplicity,50
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,25
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,87
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,94
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,90
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,99
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,simplicity,0
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,meaning,100
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,fluency,81
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,fluency,93
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,simplicity,43
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,meaning,100
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,fluency,57
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,simplicity,95
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,meaning,95
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,fluency,98
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,fluency,50
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,meaning,100
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,simplicity,49
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,meaning,64
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,fluency,68
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,simplicity,100
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,meaning,100
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,fluency,77
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,65
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,97
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,98
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,simplicity,91
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,78
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,30
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,67
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,20
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,39
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,82
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,0
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,10
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,98
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,98
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,96
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,51
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,40
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,0
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,72
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,100
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,simplicity,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,15
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,89
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,100
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,fluency,61
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,meaning,91
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,simplicity,77
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,100
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,fluency,97
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,simplicity,47
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,53
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,35
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,5
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,meaning,99
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,50
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,71
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,0
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,100
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,meaning,100
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,fluency,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,81
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,1
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,82
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,simplicity,83
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,97
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,99
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,meaning,90
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,45
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,81
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,99
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,meaning,82
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,96
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,98
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,88
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,simplicity,25
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,99
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,fluency,41
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,75
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,84
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,16
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,85
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,meaning,100
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,simplicity,1
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,0
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,30
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,100
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,38
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,simplicity,11
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,meaning,96
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,fluency,77
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,meaning,94
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,50
New South Wales's largest city and capital is Sydney.,"The largest city of New South Wale's is Syndey, which is also its capital city.",253,human,asset,simplicity,77
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,fluency,49
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,fluency,100
New South Wales's largest city and capital is Sydney.,New South Wales' s biggest city and capital is Sydney.,253,system,NTS-SARI.tok.low,fluency,84
